what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415957945365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415957946797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957963358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958175281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958177867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958220483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958221365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958257116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958257739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415958350431
